Song Title,Lyrics
La Cienega,"[Verse 1: NIKI] <br> Empty bottles on the floor <br> Party's over, thank the Lord <br> Watching these four walls round me shrinking <br> It's so quiet, I can hear myself think <br> ""When?"" <br> [Chorus: NIKI] <br> Glitz and glamour on cam <br> Singin' in La La Land <br> Accidentally made a name <br> Pawn on every chessboard <br> Used till they get bored <br> Smile when they yell, ""checkmate"" <br> [Verse 2: joji] <br> Lately I've been on my own (yeah on my own, yeah yeah)  <br>  <br>  <br>  <br> I knew you having fun with me (with me, with me, oh no) <br> When I'm nearby you'll know, like oh no <br> And when will I see you, yeah yeah <br> Like when will I see you <br> Can you hear me loud and clear <br> [Chorus: NIKI] <br> Glitz and glamour on cam <br> Singin' in La La Land <br> Accidentally made a name <br> Pawn on every chessboard <br> Used till they get bored <br> Smile when they yell, ""checkmate"" <br> [Outro] <br> [?]"
Lemme Know,"[Verse: joji] <br> You <br> Found the best at me and start to feel it <br> The worst of me was waiting through that evening <br> It's just weekdays 'cause I can't say I'm there <br> I can't stop seeing your face up on the ceiling (ceiling) <br> [Pre-Chorus] <br> See me for the last time, I'm on my way <br> I'll find someone that helps to watch me die  <br>  <br>  <br>  <br> So what if I can picture the way I'm reeled back in <br> Like the pic that I am <br> I am <br> [Chorus: joji] <br> So lemme know, lemme know <br> When we gonna find the time? <br> So lemme know, lemme know <br> What are we gonna do with these words? <br> And we'll be careful <br> So maybe don't go <br> Don't you be the-"
Lov U,"[Intro] <br> Love you like a <br> Treat you like a <br> Respect you like a <br> Love you like a <br> Treat you like a <br> Respect you like a <br> [Verse] <br> Hmm, I would love you like a rare <br> Treat you like a <br> Hmm, I would respect you like a <br> Hmm, I would, hmm, I would <br> Muse <br> Love you like a rare <br> Treat you like a <br> Hmm, I would respect you like a <br> Hmm, I would, hmm, I would <br> Muse <br> Love you like a rare <br> Treat you like a  <br>  <br>  <br>  <br> Hmm, I would respect you like a <br> Hmm, I would, hmm, I would, hmm I would <br> Love you like a rare <br> Treat you like a <br> Hmm, I would respect you like a <br> Hmm, I would, hmm, I would <br> Muse <br> Love you like a rare <br> Treat you like a <br> Hmm, I would respect you like a <br> Hmm, I would, hmm, I would <br> Muse <br> Love you like a rare <br> Treat you like a <br> Hmm, I would respect you like a <br> Hmm, I would, hmm, I would <br> Muse"
Make It Out Alive/I Can Tell,"Here I am <br> Torn into a thousand shapes and folds <br> Torn into a thousand rules I know <br> Fornicate inside your morbid arms <br> Before I go aside and we move on <br> I can tell <br> For my princess calling me at home <br> Telling you a thousand things I know <br> I've been missing a long time <br> To know what I wouldn't do <br>  <br>  <br>  <br>  <br> I've been waiting my whole life <br> To know I wanted you <br> Are you feeling me slowly <br> You take your f**ing time <br> And I promise I won't lie <br> We'll make it out alive <br> I won't tell <br> I'm not so good at hiding behind some truths <br> You'll scream it on my face when- <br> (that's all you get, I'm sorry guys) <br> "
Medicine,"Up, up, up, up medi- <br> Pick it up <br> Pick it up, pick it all, all <br> Pick it all, all <br> Up, medicine <br> Pick it up <br> Pick it up, pick it all, all <br> Pick it up, all <br> Up, medicine <br> [W]-arm heart, up all, all  <br>  <br>  <br>  <br> Pick it up, up, up medicine <br> Up <br> All up, medicine <br> Don't be, what you want to <br> Don't be, what you want to <br> Don't be, want to <br> Don't be, up, medi- <br> [Repeat]"
Medicine//You,"[Part 1: Medicine] <br> [Sample 1] x2 <br> Pick it up, pick it up <br> Pick it up, up, pick it up, up <br> It's just medicine <br> [Verse 1] <br> I just read our old texts <br> And I was too ambitious just to see what was next <br> We used to make fun of people saying the word 'blessed' <br> And through all the stress, we never got to rest <br> You were never mad at my crew <br> At the end of the day, it was only me and you <br> Sideshow don't f** this up <br> I hope this girl don't f** this up <br> You know, I wanted to f** on prom night <br> But I got lucky 'bout 4 months early <br> Somehow in the mix of things <br> I got a bad head rush, now it's all swirling down <br> [Part 2: You] <br> [Sample 2] <br> As long as I've got you <br> [Verse 2] <br> f** it, used to walk around and strut like it was nothing <br> It was you that I was seeing <br> And then you just saw me nuttin' <br> Pull your face so close to mine, I was thinking you were fine <br> Until you snapped at me that one day <br> And I never let that walk the line <br> Now it's, f** you and whoever you show up with  <br>  <br>  <br>  <br> I'm sorry that I made that movie called 'HellFish' <br> Nah, not really tho b**h, you a silly hoe b**h <br> If think that sh** was gold, then good for you <br> Now I'm really gold b**h, and where are you? <br> Now I'm really gold b**h, and where are you? <br> Bottom of the line, Dos Equis with the lime <br> I remember that summertime where everything was good enough to make me think that everything is fine <br> Now it's like, f** that sh** <br> School started and I f**ed that b**h <br> That p**y is my scratch and sniff <br> If you think I care then you can s** my dick <br> Yeah, yeah, yeah, you cheated hoe <br> You're lucky I don't let my Facebook know <br> You're lucky I was nice enough to let it go <br> My hearts too cold, now I let it snow <br> See me? I don't act like she blew me <br> I'm the motherf**er sporting cash in these blue jeans <br> I'm the motherf**er who's the king of the whole team <br> And I'm the motherf**er mixing rum in his ice cream <br> b**h"
Midsummer Madness,"Last night, I lost all my patience <br> You were f**ed up, I was wasted <br> Midsummer madness <br> I can't take it no more, no more <br> F**k the ruuuules <br> Ruuuules <br> Ruuuuoh <br> F**k the ruuules <br> Ruuuuules <br> Ruuuoh. <br> Make it make sense <br> Make it make sense, I <br> Can't hide a heart in a black tint, I <br> You were off the bullsh** and the tablets <br> Under 21, both savage <br> All these blurry nights feel the same to me <br> Heart full of hate, no vacancy <br> Only one you gonna to blame when it's over <br> Can't look me in my eyes when you sober <br> Hey, I'm the one you call when you feel alone <br> Running up a check just to help you cope <br> I just want to live in the moment <br> You just want to fight cause you lonely <br> Tryna see a milly then be really up <br> Rockstar crash in my Bentley truck <br> You need all my love <br> You've got all the love. <br> Last night, I lost all my patience <br> You were f**ed up, I was wasted <br> Midsummer madness <br> I can't take it no more, no more <br> F**k the ruuuules <br> Ruuuules <br> Ruuuuoh <br> F**k the ruuules <br> Ruuuuules <br> Ruuuoh. <br> Been a minute since I heard you wanna stay as friends <br> I'll learn from my mistakes, you make me want to learn again  <br>  <br>  <br>  <br> I don't really see the problem, it's a risk I wanna take <br> You say “let's see where it goes” but I don't really wanna wait <br> Ayy, look and listen up <br> You've been smiling when we f**k <br> Let's not even think about it, we ain't gotta talk a lot <br> Make it hotter than the summer, I'll stay with you when it's not <br> Put the slow jams on, I wanna see you make it pop, ayy <br> Moving all around the bed like we just toss and turn, ayy <br> Playin' with the fire, I don't care if I get burned, ayy <br> I'ma treat you good like you've been waiting for your turn, ayy <br> Nothing in the universe feel better than your tongue, ayy <br> ‘Bout to go home, I know you finna come with <br> I'm playing these games like a pimp on the strip <br> Conversations late night about how we gonna live <br> I don't got the answer to it, all I'm finna say is… <br> F**k the ruuuules <br> Ruuuules <br> Ruuuuoh <br> F**k the ruuuuules (ayy, gang, gang) <br> Ruuuules (ayy, gang, gang) <br> Ruuuuoh (yeah) <br> I don't feel control <br> Better on my own <br> I'm used to being so gone for way too long <br> Long, long, long <br> Rules, rules, rules <br> Rules, rules, rulesss."
MissU,"[Verse 1: Geo] <br> I'm just hitting you up at 30 past ten <br> I'm not drunk or anything, I just miss you again <br> Could you just start, being easy to me again? <br> Maybe then, we could just be... <br> I wrote a song about you in my first f**ing album <br> Yet, I feel stuck in the middle like I'm f**ing Malcolm <br> Like I just blew a lead, like the f**ing falcons <br> I should've known this sh** would come <br> I really shouldn't be pissed, though <br> In the end of everything, I still miss you <br> The way you swing your hair, too <br> Yet, we're still stuck in this damn loop <br> I asked you out on like December third <br> A couple of times just to be a**ured <br> How you loved Kanye, and hated birds <br> Maybe, that's the thing that really hurt <br> We'd shower just to end up smelling like cigarettes, sweat, and booze <br> We'd be happy with each other, just to end up, break, and lose <br> Bringing this sh**, to leave each other with a mental bruise <br> So, I'm here making some modern day blues <br> There are times in which I can't comprehend your actions <br> Yet, the thing that stays is that obvious attraction <br> With every single enjoyable interaction <br> When we actually talk, brings a happy reaction <br> Remember, my black long sleeves and the rainy weather? <br> Your blonde hair, and that cherry sweater <br> I'd carry you, and you'd be as light as a feather <br> Oh, what I wouldn't do to again see us together <br> Down some whiskey, to forget the pain  <br>  <br>  <br>  <br> It's been two years, and it feels the same <br> The memory just always seems to remain <br> (Unintelligible) <br> [Interlude: Joji] <br> Hope <br> Searching where the leaves don't grow, grow, grow <br> [Verse 2: Joji] <br> Yo, the pitter patter gave a rather rinse and lather feeling <br> As opposed to sh**ty attitudes that made me bitter after laughter <br> I dearly regretted it <br> I take the D train to go to BK <br> I can't defeat rain <br> [Hook: Joji, Geo] <br> And as far as we go <br> And as far as we go <br> And how little we know <br> And how little we know <br> Searching for the weekend love <br> Searching where the leaves don't fall <br> When the land is widow (Oh) <br> Fall to the ground <br> [Refrain: Joji, Geo, Ariana Grande] <br> Speak to me <br> Speak to me <br> Speak to me <br> Speak to me <br> Speak to me <br> (So bright) <br> Speak to me <br> (So bright) <br> [Hook: Joji] <br> And as far as we go <br> And as far as we go <br> When the land is widow <br> Fall to the ground <br> [Refrain: Joji, Geo, Ariana Grande] <br> (So bright) <br> Speak to me <br> (So bright) <br> Speak to me <br> (So bright) <br> Speak to me <br> Speak to me <br> (So bright) <br> Speak to me <br> Somebody <br> Please don't run away <br> Speak to me <br> Speak to me <br> (So bright) <br> [Interlude: Ariana Grande] <br> A true friend of ours was talking on the phone <br> [Outro: Joji, Geo] <br> Please don't run away <br> Oh, please don't run away <br> Please don't run away <br> Oh, please don't run away"
Nomadic,"[Hook: Joji] <br> I never stand still, b**h I'm nomadic <br> Different woman on my bed, that's a bad habit <br> I ain't never close my eyes, b**h I'm nomadic <br> I ain't tryna be in one place, I relocated <br> If you see the way the money move, it's nomadic <br> We just run it through the wire, keep it automatic <br> We gon' move it through the shadows, b**h I'm nomadic <br> I ain't tryna be in one place, I relocated <br> [Verse 1: MaSiWei] <br> 穿避弹衣换登机牌 ice on my teeth所以特别白 <br> 90通电话 一通都没接呀 签我 你还得往后面排 <br> 散散步在莱茵河 碰到一个女人叫做Loreley <br> 蓝眼睛 梳着金头发 对我唱了首歌 听不懂对白 <br> 80天环游世界 我的保镖名叫Jackie Chan <br> 和white girl蜜月 到了下个城市换下一任 <br> She's my Juliet, hello我的名字叫Romeo <br> 收拾行李箱跟着我去东方 搭乘我的热气球 <br> 去流浪 一起流浪 <br> 我远离家 远离她 去流浪 <br> 一边数钱 一边巡演 <br> 你也想这样生活但只能许愿 <br> Gone <br> [Verse 2: DZ] <br> 不能回家我也不会想 再也没人特别不爽 <br> 没空观看CCTV 杜兰特对抗勒布朗 <br> 趁他发呆我扭紧纽扣 披上Adidas Originals <br> Wow NMD like zoom 经过你的身边像龙卷风 <br> 居无定所住个five star 暴走兄弟来做spa <br> 各国妞不受约束 节目结束私信我们能约不 <br> 流浪汗没什么可怕的 他享受人权是合法的 <br> 等拥有更多的可花的 whatever 我带你吃香的喝辣的 <br> 世界那么大她想去看看 品尝一遍椅妙异国美味 <br> 金发碧眼call me daddy, say我消费观念任性 <br> 我不想以后只留下遗憾 环游的世界 留下买路财 <br> 拿出购物卷就像大富翁 贡献GDP 我乐在其中 <br> [Hook: Joji] <br> I never stand still, b**h I'm nomadic <br> Different woman on my bed, that's a bad habit <br> I ain't never close my eyes, b**h I'm nomadic <br> I ain't tryna be in one place, I relocated  <br>  <br>  <br>  <br> If you see the way the money move, it's nomadic <br> We just run it through the wire, keep it automatic <br> We gon' move it through the shadows, b**h I'm nomadic <br> I ain't tryna be in one place, I relocated <br> [Verse 3: Psy.P] <br> 从来不会觉得累 我会的他们学不会 <br> 这些年苦练的招数 在暴力街区里面跑酷 <br> 从贫民窟里拼命找路 当幸存者也只有少数 <br> 跟上我的脚步求生欲望给你保护 <br> 注入我的血管里充满了能量速度 <br> 超越了光受到了万众 瞩目特别难忘ay <br> 这明显的差距就感到了压力你不能够再继续大意 <br> 输了别怪我没提醒你诧异的目光会显得很滑稽 <br> 妈咪 你说过你喜欢巴黎 下一次我就会陪你去 别待在家里 <br> 我已经习惯了孤独很舒服 没人能束缚我 <br> 还是带着满腔怒火 习惯了在晚上出没 <br> [Verse 4: Melo] <br> 新买的项链儿多美 take a wonderful trip <br> 我闭上眼睛深呼吸其他的都无所谓 <br> Yeah 印度洋游泳 yeah 海水般流动 <br> 我躺在迈阿密沙滩睡懒觉太阳晒得我头痛 <br> Yeah 日出东方日落结伴欣赏晚霞 <br> Yeah 凌晨起飞中午降落终南山下 <br> Yeah 杨鞭策马 孤独仗剑行走天涯 <br> 穿过了一个又一个的城市 平淡而真实 生活有多么细腻 <br> 未来也就会有多么奇迹 没有轨迹的雨滴 <br> 洒落在美丽的可可西里 <br> 我睁开双眼听见了清晨巴黎圣母院钟声伴随我苏醒 <br> 心跳加速升高体温 继续着完美的旅程 <br> [Hook: Joji] <br> I never stand still, b**h I'm nomadic <br> Different woman on my bed, that's a bad habit <br> I ain't never close my eyes, b**h I'm nomadic <br> I ain't tryna be in one place, I relocated <br> If you see the way the money move, it's nomadic <br> We just run it through the wire, keep it automatic <br> We gon' move it through the shadows, b**h I'm nomadic <br> I ain't tryna be in one place, I relocated"
Old Yeller,"[Intro] <br> Take me out to the back of the shed <br> Shoot me in the back of the head <br> [Chorus] <br> Take me out to the back of the shed <br> And shoot me in the back of the head <br> Uh, take me out to the back of the shed <br> And shoot me in the motherf**ing head <br> [Verse] <br> Uh, uh, uh, uh, yeah, uh, uh, uh <br> Bet you've never seen a wreck like this <br> Yeah, but I'm always doing better than your peers and your b**h <br> So what'cha trying to say about my wrist? <br> Yeah, I'm Old Yeller <br> Yelling at the top of my lungs, but I'm always at the top of the c*nt <br> I'm like the runt litter <br> I made a deal with God that lets me live to the fullest  <br>  <br>  <br>  <br> But with the company paying to make me bitter <br> Yo, I stay in the dark and I bark at the walls until my last breath leaves my lungs <br> Yo, I'm waiting for my master to come back with a clip <br> Ain't no point if I run <br> Ain't no point if I run <br> [Chorus] <br> Take me out to the back of the shed <br> And shoot me in the back of the head <br> Take me out to the back of the shed <br> And shoot me in the motherf**ing head <br> [Outro] <br> Uh, uh, uh, uh, yeah, uh, uh, uh <br> Bet you've never seen a wreck like this <br> Yeah, but I'm always doing better than your peers and your parents <br> So what'cha trying to say about my wrist?"
OMG,"[Pre-Chorus: Joji] <br> f**ed up every hour on a week day (week day) <br> Flexin' on my exes, oh my god (oh my god, oh my god) <br> I just f**ed another freaky (freaky) <br> Doing donuts on the quad (on the quad, on the quad) <br> [Chorus: Joji] <br> Geeked up on the motor got the engine running deep <br> Poppin' rocks at the bottom of my feet (of my feet, of my feet) <br> I don't care about the topic if you're talking 'bout me <br> Got another couple racks up for the cheese (for the cheese, for the cheese) <br> Like oh my god (oh my god) <br> I don't know (I don't know) <br> What the f** (what the f**) <br> Is going on <br> Like oh my god <br> Yeah, you shouldn't pull up (pull up) <br> Cause we don't give a f** about love, yeah, yeah, yeah, yeah <br> [Verse: Chief Keef] <br> Sit and watch me eat a bun <br> A vampire, I'mma inaawon (phew) <br> That check I want the biggest one <br> Left and right pocket arm big and one (phew) <br> I'm landin' on my f**ing heels (ay) <br> I just went to the f**ing hills (phew) <br> She don't wanna give me grill (ay) <br> But she want me to f** her still (ay, phew) <br> These n***as just lil' fruit cups <br> We got 3K's, no klu klux <br> At Soho in the suite with two s*uts <br> It is 3AM and they are too much <br> You see the bank roll in my pocket <br> Talk crazy, I'll blow your a** with a rocket  <br>  <br>  <br>  <br> Took the plug, cause he was out of socket <br> Gettin' top cause she was out of pocket when said that she wasn't <br> Giving in to me <br> Everything will freeze <br> Teleport me, please <br> And my watch big D's <br> Pants saggin' cause bankrolls and these keys <br> Memory loss from drank flex and weed (phew) <br> [Pre-Chorus: Joji] <br> f**ed up every hour on a week day (week day) <br> Flexin' on my exes, oh my god (oh my god, oh my god) <br> I just f**ed another freaky (freaky) <br> Doing donuts on the quad (on the quad, on the quad) <br> [Chorus: Joji] <br> Geeked up on the motor got the engine running deep <br> Poppin' rocks at the bottom of my feet (of my feet, of my feet) <br> I don't care about the topic if you're talking 'bout me <br> Got another couple racks up for the cheese (for the cheese, for the cheese) <br> Like oh my god (oh my god) <br> I don't know (I don't know) <br> What the f** (what the f**) <br> Is going on <br> Like oh my god <br> Yeah, you shouldn't pull up (pull up) <br> Cause we don't give a f** about love, yeah, yeah, yeah, yeah <br> [Outro: Joji] <br> Like oh my god (oh my god) <br> I don't know (I don't know) <br> What the f** (what the f**) <br> Is going on <br> Like oh my god <br> Yeah, you shouldn't pull up (pull up) <br> Cause we don't give a f** about love, yeah, yea-"
Party Monster,"[Refrain: The Weeknd] <br> I'm good, I'm good, I'm great <br> Know it's been a while, now I'm mixing up the drank <br> I just need a girl who gon' really understand <br> I just need a girl who gon' really understand <br> I'm good, I'm good, I'm great <br> Know it's been a while, now I'm mixing up the drank <br> I just need a girl who gon' really understand <br> I just need a girl who gon' really understand <br> [Verse 1: The Weeknd] <br> And I've seen her get richer in the pole <br> I've seen her, I knew she had to know <br> I've seen her take down that tequila <br> Down by the liter, I knew I had to meet her <br> Ooh, she mine, ooh girl, bump and grind <br> Ooh, she mine, ooh girl, bump a line <br> Angelina, lips like Angelina <br> Like Selena, a** shaped like Selena <br> [Hook: The Weeknd] <br> I'm like, got up, thank the Lord for the day <br> Woke up by a girl, I don't even know her name <br> Woke up by a girl, I don't even know her name <br> (Woke up, woke up by a girl, I don't even know her name) <br> Got up, thank the Lord for the day <br> Woke up by a girl, I don't even know her name <br> Woke up by a girl, I don't even know her name <br> (Woke up, woke up by a girl, I don't even know her name) <br> [Refrain: The Weeknd] <br> I'm good, I'm good, I'm great <br> Know it's been a while, now I'm mixing up the drank <br> I just need a girl who gon' really understand <br> I just need a girl who gon' really understand <br> I'm good, I'm good, I'm great <br> Know it's been a while, now I'm mixing up the drank <br> I just need a girl who gon' really understand <br> I just need a girl who gon' really understand <br> [Verse 2: The Weeknd] <br> I've been poppin', just took three in a row <br> I'm down to do it again, I'm on a roll <br> I've seen him outside tryna reach her <br> You tryna leave him, you said I'm the reason  <br>  <br>  <br>  <br> Tell me lies, ooh girl, tell me lies <br> Say you're mine, I'm yours for the night <br> I'm the realest, she said I'm the realest <br> Head be genius, dick game be the meanest <br> [Hook: The Weeknd] <br> I'm like got up, thank the Lord for the day <br> Woke up by a girl, I don't even know her name <br> Woke up by a girl, I don't even know her name <br> (Woke up, woke up by a girl, I don't even know her name) <br> Got up, thank the Lord for the day <br> Woke up by a girl, I don't even know her name <br> Woke up by a girl, I don't even know her name <br> (Woke up, woke up by a girl, I don't even know her name) <br> [Bridge: The Weeknd] <br> Got up, thank the Lord for the day <br> Woke up by a girl, I don't even know her name <br> b**hes in my new spot, crowdin' up my space <br> Had to check the safe, check the dresser for my chains <br> Got up, thank the Lord for the day <br> Woke up by a girl, I don't even know her name <br> b**hes in my new spot, crowdin' up my space <br> Had to check the safe, check the dresser for my chains <br> [Interlude: The Weeknd & Lana Del Rey] <br> Paranoid (Paranoid) <br> Paranoid (P-paranoid) <br> Paranoid (P-paranoid) <br> But I see something in you (You're paranoid) <br> Paranoid (Paranoid) <br> Paranoid (P-paranoid) <br> Paranoid (P-paranoid) <br> But I see something in you <br> (I see something in you) <br> [Outro: The Weeknd & Lana Del Rey] <br> (Got up, thank the Lord for the day) <br> (Woke up by a girl, I don't even know her name) <br> (Woke up by a girl, I don't even know her name) <br> (Woke up, woke up by a girl, I don't even know her name) <br> (Got up, thank the Lord for the day) <br> (Woke up by a girl, I don't even know her name) <br> (Woke up by a girl, I don't even know her name) <br> (Woke up, woke up by a girl, I don't even know her name) <br> You're paranoid"
Peach Jam,"[Verse 1: joji] <br> (Hee-ya) <br> As fresh as the breeze and the dew in the morning (Hee-ya) <br> Never felt the drought when you fill my cup (Hee-ya) <br> You asked me so damn good, I barely could stay up (Hee-ya a-ah) <br> Never felt the drought when you fill my cup <br> [Chorus: joji] <br> Take you on a picnic then for a ride <br> Ride it all, ride it alright <br> Leave the door open, baby, let me come inside <br> Spoon full of love in your peach jam <br> My favourite pick me up, no plans <br> I'd rather stay in with you, hot damn <br> So taste it on my tongue, peach jam <br> I'm the only one you spread em' for <br> Only one you spread em' for <br> [Verse 2: BlocBoy JB] <br> You my baby like fetus (like fetus) <br> Got her on her knees like she prayin' to Jesus <br> n***as call us when they need us (when they need us) <br> I've been trappin' all week, got two or three beepers (brr, brr) <br> And my shooters on go (on go) <br> Say you a hitter, my n***a that's a ""no no"" (that's a no no) <br> Got your b**h in the bando (in the bando) <br> She heard you comin' in, and she ran out the backdoor (word) <br> Can we just chill for a while? (While)  <br>  <br>  <br>  <br> I'ma tell you how you make me feel when you smile (when you smile) <br> I could show you how a n***a live in the wild (huh) <br> Now I got you wet like the Nile (River) <br> I'm a sauce dripper (dripper) <br> East side Crippin' with my dogs like Clifford (Clifford) <br> Got me openin' my heart like a blizzard (blizzard) <br> Lookin' at my calls, that's your b**h, I done hit her <br> So you better not kiss her (that's on my momma) <br> [Chorus: joji] <br> Take you on a picnic then for a ride <br> Ride it all, ride it alright <br> Leave the door open, baby, let me come inside <br> Spoon full of love in your peach jam <br> My favourite pick me up, no plans <br> I'd rather stay in with you, hot damn <br> So taste it on my tongue, peach jam <br> I'm the only one you spread em' for <br> Only one you spread em' for <br> [Outro: joji & BlocBoy JB] <br> Peach jam <br> My favourite pick me up, no plans (yuh) <br> I'd rather stay in with you, hot damn <br> So taste it on my tongue, peach jam (yeah, uh) <br> I'm the only one you spread em' for <br> Only one you spread em' for"
Pills,"[Refrain] <br> Please don’t run away <br> Please don’t run away <br> Please don’t run away <br> Please don’t run away <br> [Pre-Chorus] <br> Where’d you go? <br> I thought we’d last forever <br> Where’d I go? <br> I was sinking through the leather <br> [Chorus] <br> I need you back <br> I need you back (yeah, yeah, yeah) <br> I need you, bad <br> I need you back <br> [Bridge] <br> So I’ll fly away <br> Zoloft, Xanax <br> Zoloft, Xanax <br> [Refrain] <br> Please don’t run away <br> Please don’t run away <br> (Fly, I’ll fly away, away, away)  <br>  <br>  <br>  <br> Please don’t run away <br> Please don’t run away <br> (Please don’t run away) <br> [Verse] <br> I don’t know why <br> I don’t know why I feel this way <br> I feel the same <br> I don’t know why <br> I don’t know why I feel the same <br> [Chorus] <br> I need you back <br> I need you back <br> I need you bad <br> I need you back (yeah, yeah, yeah) <br> Where’d you go? <br> I thought we’d last forever (last forever) <br> Where’d I go? <br> I was sinking through the leather"
Plastic Taste,I can't do this face to face <br> But I'll admit that I'm afraid <br> Let this romance go to waste <br> Excuse me for my plastic taste <br> Excuse me for my plastic taste <br>  <br>  <br>  <br> Excuse me for my plastic taste <br> Excuse me for my plastic taste <br> Excuse me for my plastic taste <br> Let these moments go to waste <br> Go to waste
Presidential,"[Verse 1: Geo] <br> We out here smashin' b**hes, like we're f**ing Bill Clinton <br> We grab 'em by the p**y, we just don't f**ing miss 'em <br> We makin' sure that we always evade f**in' prison <br> Dick tall just like that hat on Abe Lincoln <br> Always had her, and I had no need for whiskey <br> You could always tell that Monica was a bit f**in' frisky <br> But, getting in her pants was a bit f**in' risky <br> My b**h don't know about my Monica Lewinsky <br> I did not sleep with that young intern, 'cause we were up all night <br> As you could f**ing tell, from all these f**in' bites <br> I thought I'd get caught and it exploded like dynamite <br> Makin' sure that my attitude seemed impolite <br> [Verse 2: Geo] <br> Yo, if you want someone real to rule the occident <br> For those left completely f**in' discontent <br> And for those with the best to represent <br> Geo for f**in' president  <br>  <br>  <br>  <br> None of these others could ever rule me <br> If y'all could actually f**in' fool me <br> If y'all f**in' knew me <br> You'd know that nobody could ever sue me <br> Always on my Donald Trump sh** <br> Bill Clinton, Monica L on my dick <br> Don't tell Hillary about these ripped f**in' lips <br> She's already a f**ing epileptic <br> [Verse 3: Grandio$e] <br> All my n***as presidential <br> How we got here should be confidential <br> No, we never residential <br> Just know your potential <br> That should be essential <br> It was time we just all be celestial <br> While you need credentials <br> We just getting monumental <br> All my n***as presidential <br> Trust me it was presidential <br> Got them dead presidents <br> We flexin', essential <br> How we buildin' up the temple <br> Never settle for less <br> Bring up the agenda <br> Got your spoon in the blender <br> In return this sh** should be splenda"
Rain on me,"Don’t rain on me. (x2) <br> Why you gotta act so nice <br> This ain’t telebuys, this ain’t telebuys, this ain’t telebuys <br> Moving at the speed of light <br> And I’m terrified, yeah I’m terrified  <br>  <br>  <br>  <br> So please for the love of God <br> Don’t judge me. <br> Don’t rain on me. (x5) <br> Ooh, I’m getting hot <br> Ooh, Just keep getting hot <br> Oohhh."
She's So Nice (Remix),"[Verse One] <br> Ain't that some sh**, your b**h needs dick <br> It's sorta as if she really craves it <br> I met her behind the alley <br> Her name was Sally <br> Tall, blond, and had a nice fanny <br> I took her by the hand and went to a dinner <br> She was very nice and pleasant, I felt like a winner <br> Afterwards we went to my place and we crashed <br> On the bed where I previously just had fapped <br> Now I don't have to use my hands, I can use her a** <br> Inside and out, the disney movie played <br> I had to turn it off to her dismay <br> So I had to turn her on, to her pleasure <br> And I f**ed her in the a** and it felt better! <br> [Hook]  <br>  <br>  <br>  <br> She's so nice <br> She's so nice <br> She's so nice <br> She lets me use her body <br> Since she's so nice <br> [Verse Two] <br> Aw, f** I hate this sh** <br> When her p**y is wet from my dick <br> And I ain't have the strength to continue <br> Until I get a mushroom and take it in the bedroom <br> f**ing her a** past midnight <br> Didn't go for her p**y since it wasn't as tight <br> She didn't shave down there, call her Jumanji <br> We f**in' in the jungle, acting so f**ing primally <br> [Hook] <br> She's so nice <br> She's so nice <br> She's so nice <br> I love her blonde hair and blue eyes <br> I'm glad that she's so nice <br> She's so nice <br> She's so nice"
Slow Dance,"[Verse 1] <br> I don’t want a friend <br> I want my life in two <br> Waiting to get there <br> Waiting for you (Waiting for you) <br> [Pre-Chorus] <br> When I’m around slow dancing in the dark <br> Don’t follow me you’ll end up in my arms <br> You don’t really give a f** <br> I don’t want any of your signs <br> Can you – give me? <br> [Chorus] <br> Give me reasons we should be complete <br> You should be with him, I can’t compete <br> You looked at me like I was someone else, -one else <br> Can’t you see? <br> [Refrain] <br> I don’t wanna slow dance <br> (I don’t want to slow dance) <br> In the dark, dark <br> [Verse 2] <br> When you gotta run <br> Just hear my voice in you (voice in you)  <br>  <br>  <br>  <br> Shutting me out with you (shutting me out) <br> Doing so great, yeah <br> [Verse 3] <br> Used to be the one to hold you when you fall <br> Yeah yeah yeah <br> I don’t wanna turn up (i don’t wanna turn up) <br> I don’t wanna go home (i don’t wanna go home) <br> Can it be one night? <br> Can you – give me? <br> [Chorus] <br> Give me reasons we should be complete <br> You should be with him, I can’t compete <br> You looked at me like I was someone else, -one else <br> Can’t you see? <br> [Refrain] <br> I don’t wanna slow dance <br> (I don’t want to slow dance) <br> In the dark, dark <br> In the dark, dark"
